,Washington,Florida,Kentucky,Kansas,North Dakota,New York,Massachusetts,Arizona,Nevada,Pennsylvania,Mississippi,Northern Mariana Islands,Georgia,Texas,Michigan,Arkansas,South Carolina,Maine,New Hampshire,West Virginia,Wisconsin,Vermont,Virginia,Rhode Island,Oklahoma,Montana,New Mexico,Hawaii,Oregon,Colorado,Utah,Connecticut,Louisiana,New Jersey,Wyoming,Ohio,Guam,Nebraska,Minnesota,Illinois,North Carolina,Virgin Islands,Indiana,Maryland,Alaska,Delaware,Idaho,Missouri,District of Columbia,South Dakota,Tennessee,Iowa,Alabama,Puerto Rico,California,date
101,829,1313,248,136,23,23841,3716,330,254,2671,281,2,1153,853,3866,64,256,55,81,47,327,49,581,279,230,16,131,16,104,818,46,2339,1970,7538,7,1002,6,72,371,2464,405,4,1175,1192,7,159,63,355,231,21,205,170,289,94,2147,2020-05-01
102,833,1363,252,140,24,24035,3846,353,257,2794,291,2,1161,875,4020,72,267,56,84,50,334,50,616,296,238,16,139,16,109,830,49,2436,1993,7742,7,1021,6,75,395,2576,428,4,1229,1251,7,168,64,373,240,21,210,175,288,95,2213,2020-05-02
103,840,1378,256,142,25,24576,4004,362,262,2843,303,2,1168,890,4049,76,275,57,86,50,339,52,660,320,238,16,151,17,109,840,50,2436,2012,7871,7,1038,6,77,419,2632,436,4,1246,1281,7,177,64,378,251,21,211,184,290,97,2235,2020-05-03
104,846,1398,267,154,25,24788,4090,362,266,2880,310,2,1228,914,4135,80,283,57,86,50,340,52,684,341,238,16,156,17,109,849,50,2556,2064,7910,7,1056,6,78,428,2673,454,4,1264,1317,7,182,64,387,258,21,216,188,298,97,2297,2020-05-04
105,863,1470,278,160,25,25028,4212,395,276,3206,342,2,1277,955,4179,83,296,61,92,50,353,52,713,355,247,16,162,17,113,901,56,2633,2115,8244,7,1135,6,81,455,2843,477,4,1326,1390,7,187,66,408,264,24,225,207,315,99,2386,2020-05-05
106,881,1538,286,163,31,25956,4420,426,286,3360,374,2,1309,985,4250,87,305,62,111,51,362,52,713,370,253,16,169,17,115,919,59,2718,2167,8549,7,1225,6,85,485,2977,497,4,1377,1443,8,193,67,429,277,29,237,219,343,99,2478,2020-05-06
107,903,1599,302,164,31,26206,4552,450,293,3599,396,2,1332,1016,4343,88,316,62,114,51,374,53,769,388,260,16,172,17,121,942,61,2797,2208,8801,7,1271,6,91,508,3139,521,4,1414,1503,8,202,67,449,285,31,238,231,369,102,2561,2020-05-07
108,915,1668,304,167,33,26358,4702,517,301,3724,409,2,1378,1059,4393,88,320,63,121,52,384,53,812,399,266,16,181,17,124,958,61,2874,2227,8952,7,1306,6,92,534,3262,537,4,1447,1560,8,213,67,481,304,31,240,243,383,107,2650,2020-05-08
109,925,1714,312,172,35,26584,4840,532,306,3793,421,2,1380,1086,4526,88,330,64,131,53,398,53,827,418,270,16,191,17,127,965,66,2932,2267,9116,7,1331,6,95,558,3362,554,4,1490,1614,8,221,67,492,311,34,241,252,390,0,2732,2020-05-09
110,939,1720,312,172,35,26798,4979,536,306,3819,430,2,1383,1110,4551,91,331,64,133,54,400,53,839,422,272,16,200,17,127,969,67,2967,2286,9255,7,1341,6,97,578,3426,561,4,1508,1644,8,224,67,502,323,34,242,265,393,0,2769,2020-05-10
111,957,1734,325,174,36,27003,5108,542,312,3846,435,2,1420,1137,4584,94,346,65,133,57,409,53,850,430,274,16,208,17,130,986,68,3008,2308,9310,7,1357,6,99,591,3480,571,5,1540,1683,8,225,69,512,328,34,248,271,403,0,2820,2020-05-11
112,972,1778,333,178,38,27282,5141,562,321,3924,457,2,1470,1169,4674,95,355,65,142,58,418,53,891,444,278,16,219,17,130,1009,73,3041,2347,9508,7,1436,6,102,614,3617,597,6,1578,1756,8,237,69,528,336,39,264,289,435,0,2902,2020-05-12
113,977,1826,334,179,40,27448,5315,594,331,4104,465,2,1494,1205,4714,97,362,66,150,59,421,53,927,462,278,16,231,17,134,1062,76,3125,2381,9702,7,1483,6,106,638,3815,615,6,1619,1809,8,247,69,548,350,39,271,306,450,0,3014,2020-05-13
114,991,1874,341,181,40,27617,5482,624,339,4298,480,2,1521,1256,4787,98,371,69,151,62,434,53,955,468,284,16,242,17,137,1091,76,3219,2417,9946,7,1534,6,117,672,3945,632,6,1646,1866,8,260,72,564,358,43,284,318,473,0,3039,2020-05-14
115,1008,1916,343,187,42,27755,5592,651,345,4432,493,2,1563,1300,4825,98,380,69,159,64,445,53,977,479,285,16,253,17,137,1150,77,3285,2448,10138,7,1581,6,122,692,4075,660,6,1691,1911,8,271,73,579,368,44,288,336,483,0,3192,2020-05-15
116,1015,1963,346,189,42,27953,5705,679,349,4490,510,2,1573,1330,4880,98,380,70,171,65,453,53,1002,489,288,16,259,17,137,1192,78,3339,2479,10249,7,1610,6,129,709,4149,671,6,1741,1957,8,286,73,593,375,44,292,346,485,0,3254,2020-05-16
117,1016,1972,346,189,43,28168,5797,680,350,4504,521,2,1584,1356,4891,98,385,70,172,67,453,54,1009,499,288,16,265,17,137,1215,80,3408,2491,10356,8,1625,6,129,731,4198,679,6,1751,1992,8,290,73,601,383,44,293,351,488,0,3290,2020-05-17
118,1020,1996,354,190,44,28302,5862,686,364,4554,528,2,1624,1362,4915,100,391,71,172,68,459,54,1014,506,288,16,270,17,138,1224,80,3449,2563,10435,10,1657,6,132,740,4257,684,6,1765,2023,8,297,74,609,392,44,296,355,489,0,3322,2020-05-18
119,1042,2051,369,193,45,28437,5938,704,373,4669,554,2,1650,1405,5017,102,399,73,182,68,467,54,1041,532,294,16,276,17,140,1257,88,3472,2581,10586,10,1720,6,136,757,4399,711,6,1824,2081,8,304,77,631,400,46,301,367,504,0,3422,2020-05-19
